parliament,member,birthPlace,coordinates,start,end,party
36,Loel Guinness,Manhattan,(-73.994166666 40.728333333),1931,1935,Conservative Party
31,Alexander MacCallum Scott,Blantyre,(-4.091944444 55.793611111),1918,1922,Liberal Party
36,"David Cecil, 6th Marquess of Exeter",Burghley House,(-0.453056 52.6425),1931,1935,Conservative Party
37,Winston Churchill,Blenheim Palace,(-1.360948307 51.841362665),1935,1945,Conservative Party
34,Neville Chamberlain,Birmingham,(-1.9025 52.48),1924,1929,Conservative Party
32,Robert Cecil,Cavendish Square,(-0.145 51.5165),1922,1923,Conservative Party
31,Arthur Balfour,Whittingehame,(-2.63333 55.95),1918,1922,Conservative Party
34,Thomas Griffiths,Neath,(-3.81 51.66),1924,1929,Labour Party
35,Thomas Harry Gill,Hutton Cranswick,(-0.442141666 53.958613888),1929,1931,Labour Party
36,"Sir Percy Harris, 1st Baronet",Kensington,(-0.1909 51.5004),1931,1935,Liberal Party
34,"Sir Robert Thomas, 1st Baronet",Bootle,(-2.994166666 53.45),1924,1929,Liberal Party
37,"Stanley Holmes, 1st Baron Dovercourt",Marylebone,(-0.147 51.5177),1935,1945,Liberal Party
33,Sydney Walter Robinson,Royston,(-0.0202 52.0471),1923,1924,Liberal Party
37,Edmund Harvey,Leeds,(-1.543611111 53.7975),1937,1945,Liberal Party
32,Charles Buxton,London,(-0.1275 51.507222222),1922,1923,Labour Party
37,Hugh Dalton,Neath,(-3.81 51.66),1935,1945,Labour Party
35,Edward Timothy Palmer,Croydon,(-0.1099 51.3727),1929,1931,Labour Party
34,Francis Alfred Broad,Hammersmith,(-0.2229 51.4928),1924,1929,Labour Party
32,"Thomas Fermor-Hesketh, 1st Baron Hesketh",Lancashire,(-2.6 53.8),1922,1923,Conservative Party
35,William Edward David Allen,London,(-0.1275 51.507222222),1929,1931,Ulster Unionist Party
31,Thomas Worrall Casey,Sheffield,(-1.470277777 53.380833333),1918,1922,National Liberal Party
33,Charles Oman,Muzaffarpur district,(85.416666666 26.166666666),1923,1924,Conservative Party
34,Walter D'Arcy Hall,Rockhampton,(150.510894444 -23.378972222),1924,1929,Conservative Party
37,Walter Elliot,Lanark,(-3.77702 55.6749),1935,1945,Conservative Party
34,Wilfrid Sugden,Bolton,(-2.43 53.578333333),1924,1929,Conservative Party
37,"William Anstruther-Gray, Baron Kilmany",Cupar,(-3.01155 56.3194),1935,1945,Conservative Party
37,Victor Cazalet,London,(-0.1275 51.507222222),1935,1943,Conservative Party
37,Walter Smiles,Belfast,(-5.93 54.596388888),1935,1945,Conservative Party
37,W. Garfield Weston,Toronto,(-79.386666666 43.670277777),1939,1945,Conservative Party
34,Wallace Duffield Wright,Gibraltar,(-5.35 36.14),1928,1929,Conservative Party
34,Thomas Mardy Jones,Brynamman,(-3.87136 51.8151),1924,1929,Labour Party
31,Thomas Richards,Ebbw Vale,(-3.2117 51.7779),1918,1920,Labour Party
37,Tom Horabin,Merthyr Tydfil,(-3.3779499 51.747263),1939,1945,Labour Party
35,Tommy Lewis,Southampton,(-1.404444444 50.906666666),1929,1931,Labour Party
34,Wilfred Paling,Ripley,(-1.4 53.033333333),1924,1929,Labour Party
37,Wilfrid Roberts,York,(-1.083333333 53.95),1935,1945,Labour Party
31,William Brace,Risca,(-3.091 51.608),1918,1920,Labour Party
33,Thomas James Macnamara,Montreal,(-73.5868411 45.5033426),1923,1924,Liberal Party
33,Thomas Keens,Luton,(-0.414722222 51.878333333),1923,1924,Liberal Party
31,Thomas Whittaker,Scarborough,(-0.4 54.2825),1918,1919,Liberal Party
31,Thomas Wintringham,Grimsby,(-0.08 53.5675),1920,1921,Liberal Party
32,Vivian Phillipps,Beckenham,(-0.022 51.4077),1922,1923,Liberal Party
32,William Albert Jenkins,Swansea,(-3.95 51.616666666),1922,1923,Liberal Party
37,Stephen King-Hall,Blackheath,(0.009 51.47),1939,1945,National Labour Organisation
37,"John Anderson, 1st Viscount Waverley",Edinburgh,(-3.189166666 55.953333333),1938,1945,
31,Charles Townshend,London Borough of Southwark,(-0.080555555 51.503333333),1920,1922,
31,Cathal Brugha,Dublin,(-6.260277777 53.349722222),1918,1922,
37,John Graham Kerr,Arkley,(-0.2311 51.6477),1935,1945,
31,Watson Cheyne,birth at sea,,1918,1922,
31,Joseph McGrath,Dublin,(-6.260277777 53.349722222),1918,1922,
36,Gordon Campbell,Croydon,(-0.1099 51.3727),1931,1935,
31,Séamus Burke,Waterford,(-7.119 52.2583),1918,1922,
36,Cahir Healy,Mountcharles,(-8.195555555 54.646388888),1931,1935,
31,Con Collins,Arranagh,(-9.07625 52.405338),1918,1922,
34,"David Fleming, Lord Fleming",Rutherglen,(-4.224 55.828),1924,1925,
31,Diarmuid Lynch,Tracton,(-8.3610012 51.7641391),1918,1922,
34,George Andreas Berry,Leith,(-3.17005 55.9801),1924,1929,
34,Humphrey Broun-Lindsay,East Lothian,(-2.75 55.916666666),1924,1929,
33,George Maitland Lloyd Davies,Liverpool,(-2.991666666 53.407222222),1923,1924,
37,"Henry Scrymgeour-Wedderburn, 11th Earl of Dundee",Edinburgh,(-3.189166666 55.953333333),1935,1945,
37,"Ivor Guest, 2nd Viscount Wimborne",London,(-0.1275 51.507222222),1935,1939,
31,J. J. Clancy,Collooney,(-8.5 54.1833),1918,1922,
31,James Dolan,Manorhamilton,(-8.1761 54.3064),1918,1922,
31,James O'Mara,Limerick,(-8.6238 52.6653),1918,1922,
34,John Charteris,Glasgow,(-4.25 55.861111111),1924,1929,
37,"John Colville, 1st Baron Clydesmuir",Cleland,(-3.91427 55.8023),1935,1943,
31,John Crowley,Cork,(-8.473055555 51.9),1918,1922,
35,Joseph Devlin,Falls Road,(-5.95823 54.5935),1929,1931,
31,Joseph McGuinness,Tarmonbarry,(-7.916666666 53.75),1918,1922,
31,Joseph Sweeney,Burtonport,(-8.434324 54.982293),1918,1922,
31,Laurence Ginnell,Delvin,(-7.0925 53.6106),1918,1922,
31,Liam de Róiste,Fountainstown,(-8.335428 51.777684),1918,1922,
31,Michael Colivet,Limerick,(-8.6238 52.6653),1918,1922,
31,Michael Staines,Newport,(-9.546388888 53.885),1918,1922,
31,Noel Pemberton Billing,Hampstead,(-0.1744 51.5541),1918,1921,
31,P. J. Moloney,County Tipperary,(-7.833333333 52.666666666),1918,1922,
31,Patrick O'Keeffe,Nohaval,(-8.3983937 51.7266872),1918,1922,
31,Peter J. Ward,County Donegal,(-8.0 54.92),1918,1922,
31,Philip Shanahan,County Tipperary,(-7.833333333 52.666666666),1918,1922,
31,Piaras Béaslaí,Liverpool,(-2.991666666 53.407222222),1918,1922,
31,Robert McCalmont,Dublin,(-6.260277777 53.349722222),1918,1919,
31,Roger Sweetman,Dublin,(-6.260277777 53.349722222),1918,1922,
31,Seán O'Mahony,Thomastown,(-7.137222 52.526667),1918,1922,
31,Stafford Hotchkin,Windermere,(-2.906111111 54.379444444),1920,1922,
31,Thomas Hunter,Castletownroche,(-8.459 52.177),1918,1922,
34,William Alexander,Glasgow,(-4.25 55.861111111),1924,1929,
31,William Peter Griggs,Bethnal Green,(-0.066 51.5275),1918,1920,
31,William Sears,Neale,(-9.225 53.573),1918,1922,
32,J. R. M. Butler,Cambridge,(0.1225 52.208055555),1922,1923,
31,Joseph MacBride,County Mayo,(-9.25 53.9),1918,1922,
31,James Crowley,County Kerry,(-9.75 52.166666666),1918,1922,
31,Paul Galligan,Carrigallen,(-7.6458 53.9772),1918,1922,
31,David Kent,Castlelyons,(-8.234166666 52.089166666),1918,1922,
31,Joseph MacDonagh,Cloughjordan,(-8.0355556 52.9402778),1918,1922,
34,Ian MacIntyre,Greenock,(-4.766666666 55.95),1924,1929,
32,Owen Thomas,Carrog,(-4.4426 53.3994),1922,1923,
31,Ralph Milbanke Hudson junior,The Boldons,(-1.45349 54.9426),1918,1922,
34,Thomas Moles,Belfast,(-5.93 54.596388888),1924,1929,Ulster Unionist Party
37,Thomas Sinclair,Belfast,(-5.93 54.596388888),1935,1940,Ulster Unionist Party
31,Thomas Watters Brown,Newtownards,(-5.68 54.591),1918,1922,Ulster Unionist Party
35,William Bowen,Gowerton,(-4.0322 51.6496),1929,1931,
31,William Gillis,Black Sea,(34.26 43.41),1921,1922,
32,Harry Becker,Wandsworth,(-0.192 51.455),1922,1923,
32,Frank Hilder,Surbiton,(-0.3 51.3923),1922,1923,
31,Conyers Surtees,London,(-0.1275 51.507222222),1918,1922,
34,Fredric Wise,United Kingdom,(-2.0 54.6),1924,1928,
36,William Hutchison,Isle of Man,(-4.525 54.235),1931,1935,
31,Rei Carter,Manchester,(-2.233333333 53.466666666),1918,1922,
34,Herbert Looker,St Ives,(-0.0837 52.335),1924,1929,
34,Arthur Davies,Bridgend,(-3.5784 51.5072),1924,1929,
