parliament,member,birthPlace,coordinates,start,end,party
38,James Callaghan,Copnor,(-1.062 50.811),1945,1950,Labour Party
35,Charles Buxton,London,(-0.1275 51.507222222),1929,1931,Labour Party
37,Hugh Dalton,Neath,(-3.81 51.66),1935,1945,Labour Party
35,Edward Timothy Palmer,Croydon,(-0.1099 51.3727),1929,1931,Labour Party
34,Francis Alfred Broad,Hammersmith,(-0.2229 51.4928),1924,1929,Labour Party
35,William Edward David Allen,London,(-0.1275 51.507222222),1929,1931,Ulster Unionist Party
36,Charles Oman,Muzaffarpur district,(85.416666666 26.166666666),1931,1935,Conservative Party
34,Walter D'Arcy Hall,Rockhampton,(150.510894444 -23.378972222),1924,1929,Conservative Party
37,Walter Elliot,Lanark,(-3.77702 55.6749),1935,1945,Conservative Party
34,Wilfrid Sugden,Bolton,(-2.43 53.578333333),1924,1929,Conservative Party
37,"William Anstruther-Gray, Baron Kilmany",Cupar,(-3.01155 56.3194),1935,1945,Conservative Party
38,"Toby Low, 1st Baron Aldington",London,(-0.1275 51.507222222),1945,1950,Conservative Party
38,"Tufton Beamish, Baron Chelwood",Dunfermline,(-3.461666666 56.071388888),1945,1950,Conservative Party
37,Victor Cazalet,London,(-0.1275 51.507222222),1935,1943,Conservative Party
37,Victor Montagu,London,(-0.1275 51.507222222),1941,1945,Conservative Party
37,"Violet Bathurst, Lady Apsley",Marylebone,(-0.147 51.5177),1943,1945,Conservative Party
38,Walter Smiles,Belfast,(-5.93 54.596388888),1945,1950,Conservative Party
37,W. Garfield Weston,Toronto,(-79.386666666 43.670277777),1939,1945,Conservative Party
34,Wallace Duffield Wright,Gibraltar,(-5.35 36.14),1928,1929,Conservative Party
34,Thomas Mardy Jones,Brynamman,(-3.87136 51.8151),1924,1929,Labour Party
38,Tom Horabin,Merthyr Tydfil,(-3.3779499 51.747263),1945,1950,Labour Party
38,Tommy Lewis,Southampton,(-1.404444444 50.906666666),1945,1950,Labour Party
38,"Tudor Watkins, Baron Watkins",Abercrave,(-3.713055555 51.800555555),1945,1950,Labour Party
38,"Walter Monslow, Baron Monslow",Wrexham,(-2.993611111 53.046666666),1945,1950,Labour Party
38,Walter Scott-Elliot,Scotland,(-5.0 57.0),1945,1950,Labour Party
34,Wilfred Paling,Ripley,(-1.4 53.033333333),1924,1929,Labour Party
38,Wilfrid Roberts,York,(-1.083333333 53.95),1945,1950,Labour Party
37,Stephen King-Hall,Blackheath,(0.009 51.47),1939,1945,National Labour Organisation
37,Archibald Hill,Bristol,(-2.5975 51.453611111),1940,1945,
37,John Boyd Orr,Kilmaurs,(-4.53028 55.6394),1945,1945,
37,"John Anderson, 1st Viscount Waverley",Edinburgh,(-3.189166666 55.953333333),1938,1945,
37,John Graham Kerr,Arkley,(-0.2311 51.6477),1935,1945,
36,Gordon Campbell,Croydon,(-0.1099 51.3727),1931,1935,
36,Cahir Healy,Mountcharles,(-8.195555555 54.646388888),1931,1935,
34,"David Fleming, Lord Fleming",Rutherglen,(-4.224 55.828),1924,1925,
34,George Andreas Berry,Leith,(-3.17005 55.9801),1924,1929,
34,Humphrey Broun-Lindsay,East Lothian,(-2.75 55.916666666),1924,1929,
37,"Henry Scrymgeour-Wedderburn, 11th Earl of Dundee",Edinburgh,(-3.189166666 55.953333333),1935,1945,
37,Ian Clark Hutchison,Leith,(-3.17005 55.9801),1941,1945,
37,"Ivor Guest, 2nd Viscount Wimborne",London,(-0.1275 51.507222222),1935,1939,
34,John Charteris,Glasgow,(-4.25 55.861111111),1924,1929,
37,"John Colville, 1st Baron Clydesmuir",Cleland,(-3.91427 55.8023),1935,1943,
35,Joseph Devlin,Falls Road,(-5.95823 54.5935),1929,1931,
38,"Thomas Burden, 1st Baron Burden",Mile End,(-0.0314 51.5248),1945,1950,
38,"Thomas Galbraith, 1st Baron Strathclyde",Partick,(-4.308611111 55.871388888),1945,1950,
34,William Alexander,Glasgow,(-4.25 55.861111111),1924,1929,
38,Wilson Harris,Plymouth,(-4.142222222 50.371388888),1945,1950,
37,David King Murray,Bothwell,(-4.06622 55.8023),1943,1945,
34,Ian MacIntyre,Greenock,(-4.766666666 55.95),1924,1929,
38,Thomas Loftus Cole,Belfast,(-5.93 54.596388888),1945,1950,Ulster Unionist Party
34,Thomas Moles,Belfast,(-5.93 54.596388888),1924,1929,Ulster Unionist Party
37,Thomas Sinclair,Belfast,(-5.93 54.596388888),1935,1940,Ulster Unionist Party
35,William Bowen,Gowerton,(-4.0322 51.6496),1929,1931,
34,Fredric Wise,United Kingdom,(-2.0 54.6),1924,1928,
36,William Hutchison,Isle of Man,(-4.525 54.235),1931,1935,
34,Herbert Looker,St Ives,(-0.0837 52.335),1924,1929,
34,Arthur Davies,Bridgend,(-3.5784 51.5072),1924,1929,
