parliament,member,birthPlace,coordinates,start,end,party
31,Barnet Kenyon,Anston,(-1.2182 53.3542),1918,1922,Liberal Party
30,Austin Hopkinson,Manchester,(-2.233333333 53.466666666),1918,1918,independent politician
29,Will Thorne,Birmingham,(-1.9025 52.48),1910,1910,Labour Party
31,Thomas Power O'Connor,Athlone,(-7.9425 53.423611111),1918,1922,Home Rule League
30,"Sir Arthur Markham, 1st Baronet",Brimington,(-1.3905 53.258),1910,1916,Liberal Party
28,"John Sinclair, 1st Baron Pentland",Edinburgh,(-3.189166666 55.953333333),1906,1909,Liberal Party
31,James Walsh,Bandon,(-8.7425 51.746944444),1918,1922,Sinn Féin
30,Henry Keswick,Shanghai,(121.4691024 31.2323437),1912,1918,Conservative Party
30,Willie Redmond,Wexford,(-6.461666666 52.338333333),1910,1917,Irish Parliamentary Party
31,Edward Shortt,Newcastle upon Tyne,(-1.613333333 54.977777777),1918,1922,Liberal Party
26,Edward Gourley,Sunderland,(-1.380277777 54.9),1895,1900,Liberal Party
28,"Francis Channing, 1st Baron Channing of Wellingborough",Cincinnati,(-84.5125 39.1),1906,1910,Liberal Party
30,"Frederick Cawley, 1st Baron Cawley",Bunbury,(-2.645 53.118),1910,1918,Liberal Party
26,"Sir John Stirling-Maxwell, 10th Baronet",London,(-0.1275 51.507222222),1895,1900,Conservative Party
31,"Sir Laming Worthington-Evans, 1st Baronet",Colchester,(0.903611 51.888611),1918,1922,Conservative Party
26,"Sir Lees Knowles, 1st Baronet",Oldham,(-2.118333333 53.544722222),1895,1900,Conservative Party
31,"Sir Philip Colfox, 1st Baronet",Bridport,(-2.766666666 50.733333333),1918,1922,Conservative Party
31,"Sir Philip Sassoon, 3rd Baronet",Paris,(2.352222222 48.856666666),1918,1922,Conservative Party
26,"Sir Robert Uniacke-Penrose-Fitzgerald, 1st Baronet",http://www.wikidata.org/.well-known/genid/f3426782f7678e90aba996d12ee1b767,,1895,1900,Conservative Party
27,"Sir Walter Palmer, 1st Baronet",Reading,(-0.973055555 51.454166666),1900,1906,Conservative Party
27,"St John Brodrick, 1st Earl of Midleton",London,(-0.1275 51.507222222),1900,1906,Conservative Party
26,"William Wentworth-Fitzwilliam, 7th Earl Fitzwilliam",Pointe de Meuron,(-89.35013 48.3501),1895,1900,Conservative Party
26,Sydney Gedge,North Runcton,(0.435119444 52.716511111),1895,1900,Conservative Party
26,Theodore Doxford,Bishopwearmouth,(-1.38879 54.9058),1895,1900,Conservative Party
29,Percy Molteno,Cape Town,(18.423888888 -33.925277777),1910,1910,Liberal Party
28,"Sir Frank Newnes, 2nd Baronet",Manchester,(-2.233333333 53.466666666),1906,1910,Liberal Party
31,Alexander MacCallum Scott,Blantyre,(-4.091944444 55.793611111),1918,1922,Liberal Party
28,William Job Collins,London,(-0.1275 51.507222222),1906,1910,Liberal Party
27,"Sir William Dunn, 1st Baronet, of Lakenheath",Paisley,(-4.423888888 55.845555555),1900,1906,Liberal Party
29,"George Kemp, 1st Baron Rochdale",Rochdale,(-2.161 53.6136),1910,1910,Liberal Party
28,Howell Idris,Burton,(-4.91889 51.7119),1906,1910,Liberal Party
29,Winston Churchill,Blenheim Palace,(-1.360948307 51.841362665),1910,1910,Conservative Party
31,Neville Chamberlain,Birmingham,(-1.9025 52.48),1918,1922,Conservative Party
31,Robert Cecil,Cavendish Square,(-0.145 51.5165),1918,1922,Conservative Party
31,Arthur Balfour,Whittingehame,(-2.63333 55.95),1918,1922,Conservative Party
31,Thomas Griffiths,Neath,(-3.81 51.66),1918,1922,Labour Party
30,"Sir Percy Harris, 1st Baronet",Kensington,(-0.1909 51.5004),1916,1918,Liberal Party
31,"Sir Robert Thomas, 1st Baronet",Bootle,(-2.994166666 53.45),1918,1922,Liberal Party
29,"Sir Thomas Nussey, 1st Baronet",Thorner,(-1.424019444 53.860327777),1910,1910,Liberal Party
28,"Sir Wilfrid Lawson, 2nd Baronet",Brayton Hall,(-3.2938 54.7707),1906,1906,Liberal Party
31,"Stanley Holmes, 1st Baron Dovercourt",Marylebone,(-0.147 51.5177),1918,1922,Liberal Party
28,Stopford Brooke,Kensington,(-0.1909 51.5004),1906,1910,Liberal Party
28,Thomas Buchanan,Glasgow,(-4.25 55.861111111),1906,1910,Liberal Party
30,Edmund Harvey,Leeds,(-1.543611111 53.7975),1910,1918,Liberal Party
29,Charles Buxton,London,(-0.1275 51.507222222),1910,1910,Labour Party
31,Thomas Worrall Casey,Sheffield,(-1.470277777 53.380833333),1918,1922,National Liberal Party
31,Charles Oman,Muzaffarpur district,(85.416666666 26.166666666),1919,1922,Conservative Party
27,"Thomas Dewar, 1st Baron Dewar",Perth,(-3.433333333 56.395833333),1900,1906,Conservative Party
28,"Sir William Moore, 1st Baronet",Dublin,(-6.260277777 53.349722222),1906,1910,Ulster Unionist Party
30,Stephen Gwynn,"St Columba's College, Dublin",(-6.27043 53.2664),1910,1918,Irish Parliamentary Party
28,Thomas Higgins,Moylough,(-8.575 53.489),1906,1906,Irish Parliamentary Party
31,Walter Elliot,Lanark,(-3.77702 55.6749),1918,1922,Conservative Party
30,"Walter Rice, 7th Baron Dynevor",Dursley,(-2.3543 51.6811),1910,1911,Conservative Party
31,Wilfrid Sugden,Bolton,(-2.43 53.578333333),1918,1922,Conservative Party
30,Urban H. Broughton,Worcester,(-2.220555555 52.191111111),1915,1918,Conservative Party
29,Walter Attenborough,St Pancras,(-0.1178 51.5262),1910,1910,Conservative Party
30,Thomas Richards,Ebbw Vale,(-3.2117 51.7779),1910,1918,Labour Party
31,William Brace,Risca,(-3.091 51.608),1918,1920,Labour Party
31,Thomas James Macnamara,Montreal,(-73.5868411 45.5033426),1918,1922,Liberal Party
30,Thomas Lough,Cavan,(-7.360067 53.991019),1910,1918,Liberal Party
28,McKinnon Wood,Stepney,(-0.0462 51.5152),1906,1910,Liberal Party
29,Thomas Whittaker,Scarborough,(-0.4 54.2825),1910,1910,Liberal Party
31,Thomas Wintringham,Grimsby,(-0.08 53.5675),1920,1921,Liberal Party
27,"Ughtred Kay-Shuttleworth, 1st Baron Shuttleworth",Westminster,(-0.1333 51.4995),1900,1902,Liberal Party
30,William Llewelyn Williams,Llansadwrn,(-3.9 51.95),1910,1918,Liberal Party
30,Walter Essex,London,(-0.1275 51.507222222),1910,1918,Liberal Party
27,"Wentworth Beaumont, 1st Viscount Allendale",Bywell,(-1.93 54.948),1900,1906,Liberal Party
28,William Brampton Gurdon,London,(-0.1275 51.507222222),1906,1910,Liberal Party
26,Cameron Gull,Finsbury,(-0.0925 51.5224),1895,1900,Liberal Unionist Party
28,Thomas Lorimer Corbett,Glasgow,(-4.25 55.861111111),1906,1910,Conservative Party
27,Thomas Milvain,Newcastle upon Tyne,(-1.613333333 54.977777777),1902,1905,Conservative Party
30,George Reid,Johnstone,(-4.5 55.833333333),1916,1918,Free Trade Party
31,Charles Townshend,London Borough of Southwark,(-0.080555555 51.503333333),1920,1922,
26,William Arrol,Renfrewshire,(-4.389464 55.877277),1895,1900,
31,Cathal Brugha,Dublin,(-6.260277777 53.349722222),1918,1922,
26,Donald Currie,Greenock,(-4.766666666 55.95),1895,1900,
26,Thomas Sutherland,Aberdeen,(-2.1 57.15),1895,1900,
27,William Edward Hartpole Lecky,Dublin,(-6.260277777 53.349722222),1900,1903,
27,"John Atkinson, Baron Atkinson",Drogheda,(-6.3525 53.715),1900,1905,
31,Watson Cheyne,birth at sea,,1918,1922,
31,Joseph McGrath,Dublin,(-6.260277777 53.349722222),1918,1922,
28,Francis Newdegate,Chelsea,(-0.1684 51.4875),1909,1910,
28,"James Campbell, 1st Baron Glenavy",Dublin,(-6.260277777 53.349722222),1906,1910,
27,"John Fletcher Moulton, Baron Moulton",Shropshire,(-2.716666666 52.616666666),1900,1906,
31,Séamus Burke,Waterford,(-7.119 52.2583),1918,1922,
29,"Andrew Anderson, Lord Anderson",Coupar Angus,(-3.266958 56.546425),1910,1910,
27,Archibald White Maconochie,Wigan,(-2.631666666 53.544722222),1900,1906,
28,"Arthur Dewar, Lord Dewar",Perth,(-3.433333333 56.395833333),1906,1910,
27,Charles Hambro,Wandsworth,(-0.192 51.455),1900,1906,
31,Con Collins,Arranagh,(-9.07625 52.405338),1918,1922,
26,Cosmo Bonsor,Polesden Lacey,(-0.373547 51.2576),1895,1900,
31,Diarmuid Lynch,Tracton,(-8.3610012 51.7641391),1918,1922,
30,Duncan Campbell,Toronto,(-79.386666666 43.670277777),1911,1916,
26,Gavin Brown Clark,Scotland,(-5.0 57.0),1895,1900,
27,"George Ormsby-Gore, 3rd Baron Harlech",London,(-0.1275 51.507222222),1901,1904,
28,Timothy Harrington,Bantry,(-9.45322 51.679794),1906,1910,
27,J. F. X. O'Brien,Dungarvan,(-7.6397 52.0845),1900,1905,
31,J. J. Clancy,Collooney,(-8.5 54.1833),1918,1922,
31,James Dolan,Manorhamilton,(-8.1761 54.3064),1918,1922,
26,James Gibney,Oldcastle,(-7.1205565 53.7746027),1895,1900,
31,James O'Mara,Limerick,(-8.6238 52.6653),1918,1922,
31,John Crowley,Cork,(-8.473055555 51.9),1918,1922,
30,John Patrick Hayden,County Roscommon,(-8.25 53.75),1910,1918,
30,Joseph Devlin,Falls Road,(-5.95823 54.5935),1910,1918,
31,Joseph McGuinness,Tarmonbarry,(-7.916666666 53.75),1918,1922,
31,Joseph Sweeney,Burtonport,(-8.434324 54.982293),1918,1922,
31,Laurence Ginnell,Delvin,(-7.0925 53.6106),1918,1922,
31,Liam de Róiste,Fountainstown,(-8.335428 51.777684),1918,1922,
26,Lord Edward Manners,London Borough of Camden,(-0.159444444 51.542777777),1895,1900,
30,Matthew Keating,South Wales,(-3.38333 51.6833),1910,1918,
31,Michael Colivet,Limerick,(-8.6238 52.6653),1918,1922,
31,Michael Staines,Newport,(-9.546388888 53.885),1918,1922,
31,Noel Pemberton Billing,Hampstead,(-0.1744 51.5541),1918,1921,
31,P. J. Moloney,County Tipperary,(-7.833333333 52.666666666),1918,1922,
26,Patrick Joseph O'Brien,Nenagh,(-8.1995 52.8632),1895,1900,
31,Patrick O'Keeffe,Nohaval,(-8.3983937 51.7266872),1918,1922,
31,Peter J. Ward,County Donegal,(-8.0 54.92),1918,1922,
31,Philip Shanahan,County Tipperary,(-7.833333333 52.666666666),1918,1922,
31,Piaras Béaslaí,Liverpool,(-2.991666666 53.407222222),1918,1922,
28,Redmond Barry,Cork,(-8.473055555 51.9),1907,1910,
31,Robert McCalmont,Dublin,(-6.260277777 53.349722222),1918,1919,
31,Roger Sweetman,Dublin,(-6.260277777 53.349722222),1918,1922,
31,Seán O'Mahony,Thomastown,(-7.137222 52.526667),1918,1922,
30,"Sir Thomas Esmonde, 11th Baronet",County Wexford,(-6.666666666 52.5),1910,1918,
31,Stafford Hotchkin,Windermere,(-2.906111111 54.379444444),1920,1922,
31,Thomas Hunter,Castletownroche,(-8.459 52.177),1918,1922,
29,Thomas O'Donnell,Ballyduff,(-9.663611111 52.4525),1910,1910,
30,Timothy O'Sullivan,County Kerry,(-9.75 52.166666666),1910,1918,
28,William Duffy,County Galway,(-9.0 53.333333333),1906,1910,
27,William Field,Blackrock,(-6.1778 53.3015),1900,1906,
31,William Peter Griggs,Bethnal Green,(-0.066 51.5275),1918,1920,
31,William Sears,Neale,(-9.225 53.573),1918,1922,
26,"Windham Wyndham-Quin, 5th Earl of Dunraven and Mount-Earl",London,(-0.1275 51.507222222),1895,1900,
26,James Francis Hogan,County Tipperary,(-7.833333333 52.666666666),1895,1900,
30,Francis Neilson,Birkenhead,(-3.016666666 53.383333333),1910,1916,
31,Joseph MacBride,County Mayo,(-9.25 53.9),1918,1922,
30,P. J. Brady,Dublin,(-6.260277777 53.349722222),1910,1918,
29,Hugh Law,Dublin,(-6.260277777 53.349722222),1910,1910,
31,James Crowley,County Kerry,(-9.75 52.166666666),1918,1922,
31,Paul Galligan,Carrigallen,(-7.6458 53.9772),1918,1922,
31,David Kent,Castlelyons,(-8.234166666 52.089166666),1918,1922,
26,Thomas Joseph Healy,Bantry,(-9.45322 51.679794),1895,1900,
26,Daniel Crilly,Rostrevor,(-6.2 54.1),1895,1900,
31,Joseph MacDonagh,Cloughjordan,(-8.0355556 52.9402778),1918,1922,
27,James Patrick Farrell,Longford,(-7.7998 53.727),1900,1906,
30,John Thomas Donovan,Belfast,(-5.93 54.596388888),1914,1918,
30,Edward Peter O'Kelly,Baltinglass,(-6.7121 52.9389),1910,1914,
28,John Phillips,Corboy,(-7.689079 53.716914),1907,1910,
31,Owen Thomas,Carrog,(-4.4426 53.3994),1918,1922,
30,Archibald Stirling,Stirling,(-4.3259 56.2533),1917,1918,
31,Ralph Milbanke Hudson junior,The Boldons,(-1.45349 54.9426),1918,1922,
31,Thomas Moles,Belfast,(-5.93 54.596388888),1918,1922,Ulster Unionist Party
31,Thomas Watters Brown,Newtownards,(-5.68 54.591),1918,1922,Ulster Unionist Party
29,Tom Kettle,Dublin,(-6.260277777 53.349722222),1910,1910,Irish Parliamentary Party
28,Victor Grayson,Liverpool,(-2.991666666 53.407222222),1907,1910,Independent Labour Party
30,"Sir Edward Pryce-Jones, 1st Baronet",Newtown,(-3.3141 52.5132),1910,1918,
31,Frank Hilder,Surbiton,(-0.3 51.3923),1918,1922,
31,Conyers Surtees,London,(-0.1275 51.507222222),1918,1922,
27,Walter Plummer,Newcastle upon Tyne,(-1.613333333 54.977777777),1900,1906,
27,James Bain,United Kingdom,(-2.0 54.6),1900,1906,
28,John McKean,Castleblayney,(-6.738888888 54.12),1906,1910,
31,Fredric Wise,United Kingdom,(-2.0 54.6),1920,1922,
27,George Hudson,Aston,(-0.15 51.8833),1900,1906,
31,Rei Carter,Manchester,(-2.233333333 53.466666666),1918,1922,
30,James Boyton,Shoreditch,(-0.078 51.526),1910,1918,
29,John Kirkwood,Gore Court,(0.564407 51.2504),1910,1910,
26,Walter Hazell,Clerkenwell,(-0.103475 51.526),1895,1900,
